sha,date,todo,revisit,fixme
c00ae0e,2023-11-27T11:22:18+01:00,59,115,4
b9e2179,2023-11-27T11:34:56+01:00,59,115,4
57fa38e,2023-11-27T12:23:37+01:00,59,115,4
5d8db7d,2023-11-27T12:25:11+01:00,59,115,4
7e5a7cb,2023-11-27T12:27:05+01:00,59,113,4
e56fbd7,2023-11-27T12:29:25+01:00,59,113,4
7aec3cb,2023-11-28T13:17:54+01:00,59,113,4
ff758ae,2023-11-28T14:04:59+00:00,60,113,4
6aedb7d,2023-11-28T16:16:21+01:00,60,113,4
b46db2e,2023-11-29T02:55:06+01:00,61,117,4
79497ca,2023-11-29T09:15:36+01:00,60,115,4
7d8521a,2023-11-29T08:18:34+00:00,61,115,4
70690a1,2023-11-29T08:45:52+00:00,61,115,4
eee3040,2023-11-29T10:27:08+01:00,60,117,4
e08460e,2023-11-29T11:39:16+01:00,61,115,4
a0c2a32,2023-11-29T11:42:09+01:00,60,115,4
215e5c9,2023-11-29T12:18:27+01:00,61,117,4
22f0aea,2023-11-30T15:48:57+00:00,61,115,4
fedcaf6,2023-12-01T11:51:15+01:00,61,115,4
cfe4897,2023-12-01T13:50:25+01:00,60,115,4
e77fd9d,2023-12-01T14:40:17+01:00,61,115,4
732c703,2023-12-05T15:06:02+01:00,60,115,4
29d01aa,2023-12-05T15:46:32+01:00,61,115,4
12eaae7,2023-12-05T16:25:57+01:00,60,115,4
3d02f9e,2023-12-05T16:31:17+01:00,60,115,4
f8ab328,2023-12-05T16:32:52+01:00,60,115,4
33b8772,2023-12-05T16:34:36+01:00,60,115,4
150e93c,2023-12-05T16:36:11+01:00,60,115,4
0f933db,2023-12-05T16:38:01+01:00,60,115,4
0fb338e,2023-12-05T16:40:25+01:00,60,115,4
380c65f,2023-12-05T16:44:09+01:00,60,115,4
d1a2bad,2023-12-05T16:46:26+01:00,60,115,4
8b4377d,2023-12-05T16:48:32+01:00,60,115,4
94dbcfd,2023-12-05T17:01:47+01:00,60,115,4
60ea2c3,2023-12-05T17:21:06+01:00,61,115,4
1c284e6,2023-12-06T09:57:56+01:00,64,115,4
b5312ac,2023-12-06T10:19:46+01:00,64,115,4
166eedb,2023-12-06T09:44:40+00:00,64,115,4
b83ac4e,2023-12-06T13:14:40+01:00,64,117,4
e3e00d0,2023-12-06T15:28:24+01:00,64,115,4
199a720,2023-12-08T09:08:20+01:00,64,115,4
e982b74,2023-12-08T14:23:22+01:00,63,115,4
851d09b,2023-12-08T14:24:02+01:00,63,115,4
e54d464,2023-12-08T14:45:41+01:00,63,115,4
fec98aa,2023-12-08T14:51:28+01:00,63,115,4
2ab8ed6,2023-12-08T15:28:13+01:00,63,115,4
0fbdacd,2023-12-08T15:39:12+01:00,63,115,4
1e5f172,2023-12-08T17:00:43+01:00,64,115,4
20e2ee4,2023-12-11T12:01:16+01:00,64,115,4
caaba3e,2023-12-11T13:03:28+01:00,64,115,4
6567e95,2023-12-12T09:05:15+01:00,64,118,5
40a895d,2023-12-12T09:12:54+01:00,63,115,4
ee3ed4a,2023-12-12T10:12:09+01:00,63,115,4
c956a7b,2023-12-14T13:50:55+01:00,64,128,5
5126881,2023-12-14T17:39:35+01:00,64,115,4
c2d773c,2023-12-15T13:47:35+01:00,64,115,4
2153fb9,2023-12-18T11:24:41+01:00,64,116,4
3eadfea,2023-12-18T11:48:31+01:00,64,116,4
3d29351,2023-12-20T10:30:42+01:00,64,116,4
ed64328,2023-12-20T10:47:09+01:00,64,116,4
9623af6,2023-12-20T11:22:25+01:00,64,117,4
450db36,2023-12-20T11:30:59+01:00,64,117,4
a69fed0,2023-12-20T14:23:08+01:00,64,117,4
23d880f,2023-12-20T16:01:54+01:00,64,117,4
e29bb28,2023-12-21T09:26:33+01:00,64,117,4
9970e14,2023-12-28T14:21:00+01:00,64,117,4
9023cde,2024-01-02T14:53:51+01:00,64,117,4
f6faf89,2024-01-03T11:11:00+01:00,66,116,4
4ba4f32,2024-01-09T08:59:57+01:00,66,116,4
c98a964,2024-01-09T08:55:32+00:00,66,116,4
1a05dcb,2024-01-09T13:45:34+01:00,66,116,4
8106a20,2024-01-09T14:50:04+01:00,66,116,4
c1df747,2024-01-09T14:57:30+01:00,66,116,4
284b1e3,2024-01-09T17:30:10+01:00,66,115,4
2f300c0,2024-01-10T13:26:23+01:00,66,115,4
e38bdc9,2024-01-10T13:45:36+01:00,66,115,4
251575b,2024-01-11T15:35:18+01:00,66,115,4
178d9fd,2024-01-11T15:37:20+01:00,66,115,4
34b8b6b,2024-01-11T15:52:00+01:00,66,115,4
8165a4a,2024-01-12T13:26:28+01:00,70,116,4
335a178,2024-01-12T15:13:57+01:00,70,116,4
2ec29a3,2024-01-15T14:31:30+01:00,70,116,4
85b4229,2024-01-16T13:47:57+01:00,72,117,4
e942dff,2024-01-16T13:55:26+01:00,72,117,4
78e8f7e,2024-01-18T12:33:19+01:00,70,116,4
b1e0677,2024-01-18T12:12:46+00:00,70,116,4
d4240d5,2024-01-18T15:05:22+01:00,70,116,4
9bbac6e,2024-01-22T09:34:51+00:00,70,116,4
44c0a59,2024-01-22T11:41:12+00:00,70,114,4
5015a2c,2024-01-22T14:13:55+01:00,69,115,4
2a8bb2d,2024-01-22T17:03:17+01:00,69,115,4
ce2a2a5,2024-01-24T10:44:34+01:00,69,115,4
dcf0599,2024-01-24T15:12:11+01:00,69,117,4
497bca7,2024-01-29T13:09:15+01:00,69,115,4
7527764,2024-01-29T17:53:50+01:00,69,115,4
c6ca92e,2024-01-30T13:28:19+01:00,69,115,4
4644483,2024-01-30T14:56:22+01:00,69,115,4
6509ee5,2024-01-31T11:47:32+01:00,70,123,4
3288e94,2024-01-31T12:01:07+01:00,70,123,4
ec55276,2024-01-31T15:01:16+01:00,70,125,4
2ebf783,2024-01-31T14:41:46+00:00,70,125,4
0ca077f,2024-01-31T15:51:56+01:00,70,125,4
9b7b5a0,2024-01-31T14:57:21+00:00,68,126,4
e7dd6de,2024-01-31T16:05:24+01:00,68,125,4
5866b28,2024-01-31T15:41:43+00:00,68,124,4
50d3ccb,2024-01-31T15:53:02+00:00,66,124,4
c875b7d,2024-02-01T13:08:29+01:00,66,124,4
8e19788,2024-02-01T20:42:22+01:00,66,124,4
8a7ec65,2024-02-02T14:36:49+01:00,66,124,4
52627ce,2024-02-02T14:37:44+01:00,66,124,4
cbb584c,2024-02-02T14:55:00+01:00,66,124,4
3e2ef24,2024-02-05T09:05:43+01:00,66,124,4
400146f,2024-02-05T09:16:38+01:00,66,124,4
8a84a69,2024-02-06T12:42:03+01:00,66,124,4
a62654f,2024-02-06T12:48:36+01:00,66,124,4
11c6097,2024-02-06T19:05:55+01:00,66,123,4
cdf1b52,2024-02-12T15:09:59+01:00,66,123,4
22e1c43,2024-02-12T14:12:21+00:00,66,123,4
b2ca1da,2024-02-12T14:23:47+00:00,66,123,4
d3aad75,2024-02-13T16:22:32+01:00,66,123,4
72faefd,2024-02-14T11:11:03+00:00,66,123,4
fb5d6f9,2024-02-14T11:13:45+00:00,66,123,4
d613721,2024-02-14T11:13:56+00:00,66,123,4
04e405f,2024-02-14T11:14:22+00:00,66,123,4
10ebefc,2024-02-14T12:42:42+01:00,66,124,4
ec5e600,2024-02-14T14:12:16+01:00,66,124,4
f3f688d,2024-02-15T14:02:48+01:00,66,123,4
87bcd51,2024-02-16T10:13:46+01:00,66,123,4
5dbaa8e,2024-02-16T09:53:22+00:00,66,123,4
49adbf3,2024-02-16T11:56:57+01:00,66,123,4
a2ecb22,2024-02-16T12:07:09+01:00,66,123,4
fbd552f,2024-02-16T12:48:22+01:00,66,123,4
eb857de,2024-02-16T14:56:07+01:00,66,123,4
d27ee79,2024-02-16T13:59:18+00:00,66,123,10
20efd48,2024-02-16T15:01:09+01:00,66,123,4
73da6d8,2024-02-16T15:03:04+01:00,66,123,4
29191df,2024-02-16T15:10:30+01:00,66,123,4
a65ccf0,2024-02-16T15:13:04+01:00,66,123,4
21a4898,2024-02-16T15:15:17+01:00,66,123,10
fc4adf7,2024-02-16T15:15:56+01:00,66,123,10
b74aa4e,2024-02-16T15:17:53+01:00,66,123,10
e1e0fae,2024-02-16T15:22:30+01:00,66,123,10
694dc67,2024-02-19T13:54:14+01:00,66,123,10
1b7ec27,2024-02-19T16:30:36+01:00,66,123,10
51be94d,2024-02-20T09:01:12+01:00,66,123,10
41cf4a2,2024-02-20T11:57:05+01:00,66,123,10
2921b0e,2024-02-20T13:34:17+01:00,65,123,10
30e1e7b,2024-02-21T10:57:31+01:00,65,123,10
1688f77,2024-02-26T16:06:57+01:00,65,123,10
7b4f30b,2024-02-26T17:26:43+01:00,65,123,10
5329ec0,2024-02-27T09:11:01+00:00,65,123,10
38722fe,2024-02-27T20:53:12+01:00,65,123,10
1057a13,2024-02-28T09:44:43+01:00,65,123,10
2580c24,2024-02-28T11:30:38+01:00,65,123,10
c21e3c4,2024-02-28T13:24:23+01:00,65,123,10
5e30de4,2024-02-28T14:38:20+01:00,65,123,10
b694615,2024-02-28T16:04:26+01:00,65,123,10
c5cf383,2024-02-29T14:36:22+01:00,65,123,10
a18d2fa,2024-02-29T13:39:28+00:00,65,123,10
cd3115b,2024-03-04T16:42:28+01:00,65,123,10
3ebc9c2,2024-03-05T10:31:24+01:00,65,123,10
a055f9f,2024-03-05T13:02:05+01:00,65,123,10
73d8480,2024-03-05T14:55:40+01:00,65,123,10
943481c,2024-03-05T14:33:08+00:00,65,123,10
c4b1d0e,2024-03-05T15:38:38+01:00,65,123,10
177b01b,2024-03-05T14:41:22+00:00,65,123,10
28ac324,2024-03-05T16:13:18+01:00,65,123,10
de84f83,2024-03-05T16:14:22+01:00,65,123,10
4546142,2024-03-05T15:37:09+00:00,65,123,10
bdb5ce9,2024-03-05T19:20:56+00:00,65,123,10
c9aa6e8,2024-03-05T19:38:45+00:00,65,123,10
19ae9cb,2024-03-05T22:35:19+01:00,65,123,10
7554c4e,2024-03-06T08:44:23+01:00,65,123,10
65966c3,2024-03-06T15:27:40+01:00,65,123,10
e2bbd87,2024-03-06T16:12:47+01:00,65,123,10
916d175,2024-03-06T17:01:19+01:00,65,123,10
820f971,2024-03-07T09:37:05+01:00,65,123,10
e6ca882,2024-03-07T10:26:53+01:00,65,123,10
0ce542e,2024-03-07T11:29:40+01:00,65,123,10
119b83a,2024-03-07T11:48:27+01:00,65,123,10
ef22ebe,2024-03-07T11:52:29+01:00,65,123,10
660e0a3,2024-03-08T10:25:01+01:00,65,123,10
ab4b68d,2024-03-08T10:25:11+01:00,65,123,10
78fe10b,2024-03-08T10:02:26+00:00,65,123,10
3ce3f4a,2024-03-08T11:04:02+01:00,65,123,10
b2a8ec7,2024-03-08T11:04:03+01:00,65,123,10
af940e7,2024-03-08T12:08:10+01:00,65,123,10
20fb0df,2024-03-08T12:52:57+01:00,65,123,10
3790ec0,2024-03-11T16:24:58+00:00,66,123,10
99a1170,2024-03-14T08:44:19+00:00,66,123,10
61d348e,2024-03-14T10:03:03+00:00,66,123,10
c6993d9,2024-03-14T13:47:51+01:00,66,123,10
a227c61,2024-03-14T14:45:59+01:00,66,123,10
f0fd774,2024-03-15T10:50:18+01:00,66,123,10
4a45fd4,2024-03-18T08:49:06+00:00,66,123,10
1d0244c,2024-03-18T09:34:37+00:00,66,123,10
c87900c,2024-03-18T10:33:55+00:00,66,123,10
1d2281f,2024-03-18T14:49:57+01:00,66,123,10
a737aaf,2024-03-18T16:14:34+01:00,66,123,10
a64e2fc,2024-03-18T23:11:52+01:00,66,129,10
6138662,2024-03-19T15:08:38+01:00,66,123,10
dfd2f0c,2024-03-20T13:28:04+01:00,66,123,10
51b8af3,2024-03-20T14:24:44+01:00,66,123,10
eb9beda,2024-03-20T15:38:34+01:00,66,123,10
e95fd17,2024-03-20T14:50:01+00:00,66,124,10
6ea574e,2024-03-20T14:58:26+00:00,66,124,10
9be75af,2024-03-21T07:21:09+00:00,66,124,10
f2ea4af,2024-03-21T08:16:43+00:00,66,124,10
72ff0ed,2024-03-21T10:51:14+01:00,66,124,10
b1f864e,2024-03-21T14:09:16+01:00,66,124,10
51fde7b,2024-03-22T10:14:23+01:00,66,124,10
cfd7d57,2024-03-22T14:37:13+01:00,66,124,10
26e1f9f,2024-03-25T15:59:40+01:00,66,124,10
cbd531a,2024-03-25T15:58:28+00:00,66,124,10
52a00a0,2024-03-26T09:43:28+00:00,66,124,10
c58d39f,2024-03-27T09:10:36+01:00,66,123,10
b442857,2024-03-27T10:46:41+01:00,66,124,10
599d4f9,2024-03-27T14:24:57+01:00,66,123,10
1ac351d,2024-03-28T09:57:20+01:00,66,124,10
3331f02,2024-03-28T09:22:23+00:00,66,123,10
a67f05c,2024-03-30T21:33:28+00:00,66,123,10
ff029cc,2024-04-02T13:51:24+02:00,66,123,10
50f7ee7,2024-04-04T08:52:03+02:00,65,123,10
8fdccf5,2024-04-04T09:04:03+02:00,66,123,10
3dfa25c,2024-04-08T15:14:30+02:00,66,123,10
306685c,2024-04-08T15:24:24+02:00,66,123,10
280045b,2024-04-08T15:25:18+02:00,66,123,10
b0a3a41,2024-04-08T16:09:02+02:00,66,123,10
4fdad5f,2024-04-09T06:30:31+00:00,66,123,10
2db8bbd,2024-04-09T06:46:02+00:00,66,123,10
9b86fb0,2024-04-09T14:12:26+02:00,66,123,10
3248512,2024-04-09T12:59:25+00:00,66,123,10
9db99a3,2024-04-09T15:05:19+02:00,66,123,10
8fc4db2,2024-04-10T09:49:32+02:00,66,123,10
37a7a0d,2024-04-10T08:15:26+00:00,66,123,10
6e63367,2024-04-10T11:22:46+02:00,66,124,10
c108f40,2024-04-10T13:37:58+02:00,66,124,10
0c427be,2024-04-10T13:44:21+02:00,66,124,10
55e5114,2024-04-10T12:00:10+00:00,66,124,10
bc90f15,2024-04-11T08:49:30+02:00,66,123,10
e3289af,2024-04-11T09:56:58+02:00,66,123,10
4049525,2024-04-11T09:58:17+02:00,66,123,10
7bb48b5,2024-04-11T10:09:15+02:00,66,124,10
a90a75f,2024-04-11T08:18:02+00:00,66,124,10
6661d63,2024-04-11T11:16:44+02:00,66,124,10
91fdc80,2024-04-11T11:46:17+02:00,66,124,10
821c1e1,2024-04-11T09:48:14+00:00,66,124,10
a273a92,2024-04-11T15:04:06+02:00,66,124,10
3debd64,2024-04-11T15:48:54+02:00,66,124,10
3896ffc,2024-04-11T16:15:13+00:00,66,124,10
3c2ccc4,2024-04-11T18:41:20+02:00,66,124,10
01b891b,2024-04-12T09:04:42+02:00,66,124,10
81a07d5,2024-04-12T09:53:48+02:00,66,123,10
4b4c9d4,2024-04-12T09:53:49+02:00,66,124,10
79194f7,2024-04-12T10:45:51+02:00,66,124,10
f3ada4f,2024-04-12T12:00:21+02:00,66,124,10
6990acc,2024-04-12T12:13:44+02:00,66,124,10
502a9e0,2024-04-12T13:14:33+02:00,66,124,10
fdad655,2024-04-12T11:37:37+00:00,66,124,10
f1c9c89,2024-04-15T08:11:55+00:00,66,124,10
7c7b52d,2024-04-15T10:31:37+02:00,66,124,10
1c7358d,2024-04-15T13:32:32+02:00,66,123,10
5f94235,2024-04-15T16:46:54+02:00,66,124,10
5b67bf5,2024-04-16T09:30:04+02:00,66,124,10
e898dc7,2024-04-16T11:56:08+02:00,66,124,10
45d3564,2024-04-16T10:03:59+00:00,66,124,10
983fc8c,2024-04-16T15:20:12+02:00,66,124,10
a71ef58,2024-04-16T15:21:17+02:00,67,124,10
28572db,2024-04-16T15:27:57+02:00,67,124,10
5e645a6,2024-04-16T15:40:37+02:00,67,124,10
1604491,2024-04-16T15:49:02+02:00,67,124,10
7a5d1dd,2024-04-16T15:55:17+02:00,67,124,10
bf567b3,2024-04-17T13:12:23+02:00,67,124,10
a8c33c0,2024-04-18T09:01:48+02:00,67,124,10
eb959e3,2024-04-18T07:36:50+00:00,67,124,10
5947100,2024-04-18T11:56:41+02:00,67,124,10
f108798,2024-04-18T15:34:44+02:00,67,124,10
8ee2908,2024-04-19T10:10:23+02:00,65,124,10
ac2da59,2024-04-19T10:11:21+02:00,66,124,10
ed2253e,2024-04-19T10:52:03+02:00,67,124,10
a654228,2024-04-19T10:55:38+02:00,66,124,10
6e31bda,2024-04-19T10:57:30+00:00,67,124,10
bf0bed4,2024-04-19T13:21:16+02:00,66,124,10
3288d63,2024-04-19T16:21:23+00:00,66,124,10
7db8df5,2024-04-19T20:54:45+02:00,66,124,10
3e02c2b,2024-04-22T10:12:38+02:00,67,124,10
b8b9ccc,2024-04-22T10:23:23+02:00,67,124,10
41c4017,2024-04-22T10:27:05+02:00,66,124,10
57ea172,2024-04-22T10:30:53+02:00,66,124,10
1fd4e81,2024-04-22T10:50:18+02:00,66,124,10
230b302,2024-04-22T10:50:34+02:00,66,124,10
54d2efb,2024-04-22T08:58:05+00:00,66,124,10
39c47c3,2024-04-22T14:02:52+02:00,66,124,10
d8bac49,2024-04-22T14:33:07+00:00,66,124,10
e0ca8d2,2024-04-23T08:20:53+00:00,66,124,10
e7ec086,2024-04-23T15:53:19+02:00,66,124,10
e1a7711,2024-04-23T14:06:04+00:00,66,124,10
59bc177,2024-04-23T23:58:34+02:00,67,125,10
f456747,2024-04-24T08:56:17+02:00,67,125,10
3a56fe1,2024-04-24T09:03:02+02:00,67,125,10
e44a447,2024-04-24T09:08:14+02:00,67,125,10
9b1281a,2024-04-24T09:09:30+02:00,67,125,10
3ebf2f4,2024-04-24T09:11:08+02:00,67,125,10
1f5d2c7,2024-04-24T09:31:00+02:00,67,125,10
f04afb2,2024-04-24T08:45:11+00:00,66,125,10
05babcf,2024-04-24T13:06:34+00:00,66,125,10
6ac5a70,2024-04-25T11:11:18+02:00,66,124,10
585577a,2024-04-25T14:34:06+00:00,66,125,10
39addbf,2024-04-26T10:27:19+02:00,65,128,10
036ccd5,2024-04-26T12:39:50+02:00,65,128,10
c271b28,2024-04-26T13:01:34+00:00,65,128,10
101cf00,2024-04-29T10:00:24+00:00,65,128,10
3c1c38a,2024-04-30T07:07:55+00:00,65,128,10
c578e9f,2024-04-30T12:31:07+00:00,65,128,10
42e9828,2024-04-30T12:36:00+00:00,65,128,10
7cd3a26,2024-05-02T08:12:47+00:00,65,128,10
d5d5dbb,2024-05-02T09:29:14+00:00,65,127,10
80383f0,2024-05-02T13:00:44+02:00,65,127,10
fed8f6f,2024-05-03T08:11:31+00:00,65,127,10
df436fe,2024-05-03T08:26:21+00:00,65,127,10
f4d09e2,2024-05-07T12:18:30+02:00,65,127,10
cbcfe3b,2024-05-07T14:00:07+02:00,65,127,10
a107db9,2024-05-07T14:54:22+02:00,65,127,10
73c5b0f,2024-05-07T15:03:28+02:00,66,127,10
4ad1f08,2024-05-07T15:39:04+02:00,67,124,10
a39fb65,2024-05-08T08:50:58+02:00,66,127,10
9d7539a,2024-05-08T09:14:46+02:00,66,127,10
bca93fd,2024-05-08T11:20:54+02:00,66,127,10
7ca847e,2024-05-08T19:00:31+02:00,66,127,10
d557dab,2024-05-10T15:02:53+02:00,65,122,10
31abd96,2024-05-12T13:32:16+02:00,66,127,10
0cc60e7,2024-05-13T08:20:10+00:00,66,127,10
29e206c,2024-05-13T08:22:50+00:00,66,127,10
4cfa77f,2024-05-13T13:40:16+02:00,66,127,10
89d7149,2024-05-13T14:00:16+00:00,66,127,10
8507acd,2024-05-14T06:22:17+00:00,66,127,10
8e1cb4b,2024-05-14T10:55:57+00:00,66,127,10
44afcbd,2024-05-14T15:59:25+02:00,66,127,10
efff57d,2024-05-14T15:59:51+02:00,66,127,10
6af5b51,2024-05-15T12:39:29+02:00,66,127,10
1a90a9b,2024-05-16T14:45:21+02:00,66,127,10
45979c8,2024-05-16T14:58:38+02:00,66,127,10
2cd2349,2024-05-16T18:07:32+02:00,66,127,10
bca0c01,2024-05-16T17:21:12+00:00,66,127,10
e3ad1df,2024-05-17T12:28:04+02:00,66,127,10
defb5f6,2024-05-21T09:02:21+02:00,66,127,10
b050e6e,2024-05-21T07:05:17+00:00,66,127,10
0d24c78,2024-05-22T08:58:05+02:00,66,127,10
ddcf0ed,2024-05-22T14:57:14+02:00,66,127,10
4d44062,2024-05-23T18:10:22+02:00,66,127,10
28b422e,2024-05-23T22:45:42+02:00,66,127,10
4ff41fc,2024-05-23T22:48:33+02:00,66,127,10
7fa3818,2024-05-23T22:49:59+02:00,66,127,10
9cfffe1,2024-05-24T10:20:24+02:00,66,127,10
c49f4fa,2024-05-24T10:34:05+02:00,66,127,10
2855444,2024-05-24T10:36:07+02:00,66,127,10
6b13f5c,2024-05-24T10:39:48+02:00,66,127,10
2caf1f7,2024-05-28T10:39:24+02:00,66,127,10
b66588f,2024-05-28T10:44:28+02:00,66,127,10
c4e2562,2024-05-28T10:45:39+02:00,67,128,10
6546a7d,2024-05-28T10:48:15+02:00,67,128,10
815aa73,2024-05-28T12:13:55+02:00,66,127,10
96bf3c1,2024-05-28T12:23:49+02:00,66,127,10
24e8b19,2024-05-28T16:31:37+02:00,66,127,10
8ed8c5f,2024-05-28T15:13:10+00:00,66,127,10
ba77f9e,2024-05-29T06:23:19+00:00,66,127,10
992232a,2024-05-29T09:49:01+02:00,66,127,10
9e0fc60,2024-05-29T10:45:52+02:00,66,127,10
dd7395c,2024-05-29T11:39:39+02:00,66,127,10
5b07296,2024-05-29T12:20:52+02:00,66,127,10
9eab087,2024-05-29T13:04:12+02:00,66,127,10
3335202,2024-05-29T12:17:30+00:00,66,130,10
8c9a41d,2024-05-29T12:29:14+00:00,66,130,10
21da639,2024-05-29T15:41:14+02:00,66,130,10
7bc9972,2024-05-29T17:23:45+02:00,66,130,10
510d005,2024-05-29T18:00:24+02:00,66,130,10
7167ec5,2024-05-31T09:56:37+00:00,66,130,10
c0b35df,2024-05-31T10:52:00+00:00,66,130,10
16edded,2024-06-03T10:14:48+02:00,66,130,10
2bf14cf,2024-06-03T11:21:05+02:00,66,130,10
6d7217c,2024-06-03T11:50:20+02:00,66,130,10
f90c096,2024-06-03T12:02:46+02:00,66,130,10
a274ec2,2024-06-03T14:48:50+02:00,66,130,10
c6fbded,2024-06-03T15:26:06+02:00,66,130,10
e5282c9,2024-06-03T15:44:45+02:00,66,130,10
055a8d0,2024-06-03T15:48:21+02:00,66,130,10
5e3f6a2,2024-06-05T10:55:11+02:00,66,130,10
120464c,2024-06-06T14:22:21+02:00,66,130,10
fea3729,2024-06-06T14:25:19+02:00,66,130,10
8141bb3,2024-06-06T15:29:05+02:00,66,130,10
2c284d4,2024-06-06T15:32:24+02:00,66,130,10
6948889,2024-06-06T15:38:53+02:00,66,130,10
5040062,2024-06-07T09:18:33+02:00,66,130,10
011a736,2024-06-07T10:36:09+02:00,66,130,10
92cf307,2024-06-07T10:52:57+02:00,66,130,10
7b46778,2024-06-07T16:07:25+02:00,66,130,10
76314f9,2024-06-10T14:38:39+02:00,66,130,10
91bb01c,2024-06-10T15:24:11+02:00,66,130,10
eb4ef37,2024-06-12T10:00:11+02:00,66,130,10
ec00e9e,2024-06-12T10:01:30+02:00,67,130,10
8ccb74c,2024-06-12T12:20:24+02:00,66,130,10
938968c,2024-06-12T14:22:31+02:00,66,130,10
ae8abff,2024-06-13T14:00:15+02:00,66,130,10
d9c5ab1,2024-06-13T15:55:02+02:00,66,130,10
8a3391c,2024-06-14T08:59:09+02:00,67,130,10
275688d,2024-06-14T07:09:12+00:00,66,130,10
1809c6f,2024-06-14T09:52:06+02:00,66,130,10
2ba2920,2024-06-14T10:32:29+02:00,66,130,10
d5dc701,2024-06-14T10:51:10+02:00,66,130,10
8cc118e,2024-06-14T15:20:38+02:00,66,130,10
2f7f2be,2024-06-14T16:06:30+02:00,66,130,10
6486ad7,2024-06-14T14:22:55+00:00,66,130,10
68c2595,2024-06-14T15:30:23+00:00,66,130,10
85ecf08,2024-06-17T11:12:20+02:00,66,130,10
e17ddfd,2024-06-17T14:22:28+02:00,66,130,10
f9250a8,2024-06-17T12:25:02+00:00,66,130,10
0ed39ed,2024-06-17T16:00:14+02:00,66,130,10
179bd92,2024-06-17T14:03:07+00:00,66,130,10
27d700e,2024-06-18T11:25:01+02:00,66,130,10
0717396,2024-06-18T13:25:59+02:00,66,130,10
a7b781d,2024-06-18T13:38:32+02:00,66,130,10
39b0b85,2024-06-19T08:26:05+00:00,66,130,10
eaf8e3b,2024-06-19T11:27:55+02:00,66,130,10
06765a3,2024-06-19T13:39:46+02:00,66,130,10
e17febd,2024-06-19T15:43:15+02:00,66,129,10
8be3c7d,2024-06-19T16:07:19+02:00,66,129,10
